task_id,subject,solver,role,condition,replay,absolute_innovations,standardized_innovations
v3_selected__S4_synthetic__synthetic__process__student_t__0__0__O2__20,synthetic__process__student_t__0,O2,selected,"{""id"": ""student_t"", ""law"": ""nonlinear_student_t""}","{""status"": ""completed"", ""path_kind"": ""MAP"", ""initial_state"": ""same fitted initial five-state vector"", ""gap_rmse_coordinate"": [0.0, 0.0044050549328796245, 0.0017172007530767684], ""gap_nrmse_training_sd"": [0.0, 0.045686833339702124, 0.04893442809215803], ""nfev"": 18590, ""method"": ""DOP853""}","[0.01579072834173819, 0.0011483787991964439, 0.0004741465658542068, 0.0004968644458607585, 0.0010860938982363174, 0.0007019363752249869]","[0.39476820854345473, 0.11483787991964438, 0.07902442764236779, 0.12421611146518963, 0.2715234745590793, 0.17548409380624674]"
v3_assessment__S4_synthetic__synthetic__process__student_t__1__O0__0__oracle,synthetic__process__student_t__1,O0,oracle,"{""id"": ""student_t"", ""law"": ""nonlinear_student_t""}","{""status"": ""completed"", ""path_kind"": ""posterior_mean"", ""initial_state"": ""same fitted initial five-state vector"", ""gap_rmse_coordinate"": [0.0, 0.004795930838788563, 0.0047565877672548435], ""gap_nrmse_training_sd"": [0.0, 0.05822909246649063, 0.16516029113639524], ""nfev"": 18590, ""method"": ""DOP853""}","[0.01594409069562741, 0.0006421287824209034, 0.0006251185670846897, 0.0005557009796596747, 0.0005376728499742759, 0.000371375775752056]","[0.39860226739068527, 0.12842575648418067, 0.20837285569489655, 0.27785048982983734, 0.26883642498713795, 0.185687887876028]"
v3_selected__S4_synthetic__synthetic__process__student_t__1__0__O0__0,synthetic__process__student_t__1,O0,selected,"{""id"": ""student_t"", ""law"": ""nonlinear_student_t""}","{""status"": ""completed"", ""path_kind"": ""posterior_mean"", ""initial_state"": ""same fitted initial five-state vector"", ""gap_rmse_coordinate"": [0.0, 0.004379758472817517, 0.00252140082304593], ""gap_nrmse_training_sd"": [0.0, 0.05317619658564688, 0.08754916641560227], ""nfev"": 18146, ""method"": ""DOP853""}","[0.015990510416445752, 0.0002232762265811741, 0.00051991076284046, 0.00015433348619573576, 0.0001844945591938859, 9.889402753153905e-05]","[0.3997627604111438, 0.08931049063246964, 0.3466071752269733, 0.15433348619573575, 0.1844945591938859, 0.09889402753153904]"
v3_assessment__S4_synthetic__synthetic__process__student_t__1__O0__4__oracle,synthetic__process__student_t__1,O0,oracle,"{""id"": ""student_t"", ""law"": ""nonlinear_student_t""}","{""status"": ""completed"", ""path_kind"": ""posterior_mean"", ""initial_state"": ""same fitted initial five-state vector"", ""gap_rmse_coordinate"": [0.0, 0.006445158747651478, 0.002603377836850308], ""gap_nrmse_training_sd"": [0.0, 0.07825295178214191, 0.09039560763122127], ""nfev"": 18722, ""method"": ""DOP853""}","[0.017772988103979113, 0.00040473658334900625, 0.00023750698708399447, 0.00021746699947750646, 0.00024753189021763274, 0.00016824136790232285]","[0.4443247025994778, 0.08094731666980125, 0.07916899569466482, 0.10873349973875322, 0.12376594510881636, 0.08412068395116143]"
v3_selected__S4_synthetic__synthetic__process__student_t__1__0__O0__4,synthetic__process__student_t__1,O0,selected,"{""id"": ""student_t"", ""law"": ""nonlinear_student_t""}","{""status"": ""completed"", ""path_kind"": ""posterior_mean"", ""initial_state"": ""same fitted initial five-state vector"", ""gap_rmse_coordinate"": [0.0, 0.0054359323107624116, 0.001952916735775603], ""gap_nrmse_training_sd"": [0.0, 0.0659995766838295, 0.06781001684995426], ""nfev"": 18362, ""method"": ""DOP853""}","[0.017786360451337125, 9.596390589660151e-05, 0.0002617467826429485, 6.79475566250425e-05, 7.569826614755261e-05, 6.13970194819241e-05]","[0.4446590112834281, 0.0383855623586406, 0.17449785509529897, 0.0679475566250425, 0.07569826614755261, 0.061397019481924095]"
v3_assessment__S4_synthetic__synthetic__process__student_t__1__O0__8__oracle,synthetic__process__student_t__1,O0,oracle,"{""id"": ""student_t"", ""law"": ""nonlinear_student_t""}","{""status"": ""completed"", ""path_kind"": ""posterior_mean"", ""initial_state"": ""same fitted initial five-state vector"", ""gap_rmse_coordinate"": [0.0, 0.012928464564574907, 0.0063890814560108615], ""gap_nrmse_training_sd"": [0.0, 0.15696906062359686, 0.2218444408054927], ""nfev"": 19070, ""method"": ""DOP853""}","[0.018661730079872686, 0.0011864216469635307, 0.0018253654594218116, 0.00031310055752797156, 0.0004656362219495314, 0.0002550722852795955]","[0.4665432519968171, 0.23728432939270613, 0.6084551531406038, 0.15655027876398578, 0.2328181109747657, 0.12753614263979773]"
v3_selected__S4_synthetic__synthetic__process__student_t__1__0__O0__8,synthetic__process__student_t__1,O0,selected,"{""id"": ""student_t"", ""law"": ""nonlinear_student_t""}","{""status"": ""completed"", ""path_kind"": ""posterior_mean"", ""initial_state"": ""same fitted initial five-state vector"", ""gap_rmse_coordinate"": [0.0, 0.010251800130644629, 0.0035902433670179316], ""gap_nrmse_training_sd"": [0.0, 0.1244707310887901, 0.12466197803166157], ""nfev"": 18470, ""method"": ""DOP853""}","[0.018814238514192172, 0.0005333154511471724, 0.0016829998147955846, 0.00011914530375432295, 0.00026161932259820584, 0.0001580222676577464]","[0.4703559628548043, 0.21332618045886895, 1.1219998765303898, 0.11914530375432295, 0.26161932259820586, 0.1580222676577464]"
v3_assessment__S4_synthetic__synthetic__process__student_t__1__O0__12__oracle,synthetic__process__student_t__1,O0,oracle,"{""id"": ""student_t"", ""law"": ""nonlinear_student_t""}","{""status"": ""completed"", ""path_kind"": ""posterior_mean"", ""initial_state"": ""same fitted initial five-state vector"", ""gap_rmse_coordinate"": [0.0, 0.0067198521098058945, 0.004077985678601934], ""gap_nrmse_training_sd"": [0.0, 0.08158810104147965, 0.14159757685216712], ""nfev"": 18602, ""method"": ""DOP853""}","[0.021714105215287584, 0.0003220230101975185, 0.0004612323981410108, 0.00036892101029025696, 0.0003689142966952066, 0.0002738018691801435]","[0.5428526303821896, 0.0644046020395037, 0.15374413271367027, 0.18446050514512846, 0.1844571483476033, 0.13690093459007174]"
v3_selected__S4_synthetic__synthetic__process__student_t__1__0__O0__12,synthetic__process__student_t__1,O0,selected,"{""id"": ""student_t"", ""law"": ""nonlinear_student_t""}","{""status"": ""completed"", ""path_kind"": ""posterior_mean"", ""initial_state"": ""same fitted initial five-state vector"", ""gap_rmse_coordinate"": [0.0, 0.007111098793012756, 0.002817162552143735], ""gap_nrmse_training_sd"": [0.0, 0.08633836539254247, 0.09781873268347936], ""nfev"": 18362, ""method"": ""DOP853""}","[0.021744637092030644, 0.0001155591874432227, 0.00041760442866575943, 0.000114527894624886, 0.0001335826692009978, 7.673711404758624e-05]","[0.5436159273007661, 0.046223674977289075, 0.2784029524438396, 0.114527894624886, 0.1335826692009978, 0.07673711404758624]"
v3_assessment__S4_synthetic__synthetic__process__student_t__1__O0__16__oracle,synthetic__process__student_t__1,O0,oracle,"{""id"": ""student_t"", ""law"": ""nonlinear_student_t""}","{""status"": ""completed"", ""path_kind"": ""posterior_mean"", ""initial_state"": ""same fitted initial five-state vector"", ""gap_rmse_coordinate"": [0.0, 0.007003090013414174, 0.0017336951822221776], ""gap_nrmse_training_sd"": [0.0, 0.08502699260051379, 0.06019811155567805], ""nfev"": 18458, ""method"": ""DOP853""}","[0.01703657520440575, 0.00039153548559160543, 0.0002587455991434952, 0.0003669206480144352, 0.00042729362701021234, 0.00023534963790983461]","[0.42591438011014376, 0.07830709711832108, 0.08624853304783173, 0.1834603240072176, 0.21364681350510617, 0.1176748189549173]"
v3_selected__S4_synthetic__synthetic__process__student_t__1__0__O0__16,synthetic__process__student_t__1,O0,selected,"{""id"": ""student_t"", ""law"": ""nonlinear_student_t""}","{""status"": ""completed"", ""path_kind"": ""posterior_mean"", ""initial_state"": ""same fitted initial five-state vector"", ""gap_rmse_coordinate"": [0.0, 0.00486385920965546, 0.00154020428586684], ""gap_nrmse_training_sd"": [0.0, 0.05905383484107119, 0.05347963723375192], ""nfev"": 18314, ""method"": ""DOP853""}","[0.016974751956886674, 0.00010064844091364484, 0.00031286765199531357, 0.00010970128192388773, 0.00014431228233328935, 6.712257750453677e-05]","[0.42436879892216683, 0.040259376365457934, 0.20857843466354237, 0.10970128192388773, 0.14431228233328935, 0.06712257750453678]"
v3_assessment__S4_synthetic__synthetic__process__student_t__1__O0__20__oracle,synthetic__process__student_t__1,O0,oracle,"{""id"": ""student_t"", ""law"": ""nonlinear_student_t""}","{""status"": ""completed"", ""path_kind"": ""posterior_mean"", ""initial_state"": ""same fitted initial five-state vector"", ""gap_rmse_coordinate"": [0.0, 0.014597793383871517, 0.0043603661047490585], ""gap_nrmse_training_sd"": [0.0, 0.17723697220181162, 0.15140251174998243], ""nfev"": 19550, ""method"": ""DOP853""}","[0.019031070893249777, 0.0019996546998247234, 0.0029406378897179467, 0.0004295541274337605, 0.000701037397803673, 0.00032307620831058346]","[0.47577677233124444, 0.39993093996494467, 0.9802126299059822, 0.21477706371688024, 0.35051869890183646, 0.16153810415529174]"
v3_selected__S4_synthetic__synthetic__process__student_t__1__0__O0__20,synthetic__process__student_t__1,O0,selected,"{""id"": ""student_t"", ""law"": ""nonlinear_student_t""}","{""status"": ""completed"", ""path_kind"": ""posterior_mean"", ""initial_state"": ""same fitted initial five-state vector"", ""gap_rmse_coordinate"": [0.0, 0.011845736174915883, 0.002660458071656565], ""gap_nrmse_training_sd"": [0.0, 0.14382327232163813, 0.09237757215285482], ""nfev"": 19094, ""method"": ""DOP853""}","[0.019295272082803475, 0.0010963062660733398, 0.0026456830045936642, 0.00023432813466591512, 0.00037025675229520775, 0.0004183266198645978]","[0.48238180207008685, 0.43852250642933593, 1.7637886697291094, 0.23432813466591512, 0.37025675229520777, 0.4183266198645978]"
v3_assessment__S4_synthetic__synthetic__process__student_t__1__O2__0__oracle,synthetic__process__student_t__1,O2,oracle,"{""id"": ""student_t"", ""law"": ""nonlinear_student_t""}","{""status"": ""completed"", ""path_kind"": ""MAP"", ""initial_state"": ""same fitted initial five-state vector"", ""gap_rmse_coordinate"": [0.0, 0.004394860608056605, 0.0015365714685340178], ""gap_nrmse_training_sd"": [0.0, 0.05335955695068092, 0.053353496984124914], ""nfev"": 17570, ""method"": ""DOP853""}","[0.017049871881657415, 0.0003334014778524054, 0.00018604727487892824, 0.00020415470690439435, 0.000407092095109665, 0.00019995567241152398]","[0.42624679704143537, 0.06668029557048108, 0.06201575829297608, 0.10207735345219718, 0.2035460475548325, 0.09997783620576199]"
v3_selected__S4_synthetic__synthetic__process__student_t__1__0__O2__0,synthetic__process__student_t__1,O2,selected,"{""id"": ""student_t"", ""law"": ""nonlinear_student_t""}","{""status"": ""completed"", ""path_kind"": ""MAP"", ""initial_state"": ""same fitted initial five-state vector"", ""gap_rmse_coordinate"": [0.0, 0.007199928514192852, 0.0026679545150282242], ""gap_nrmse_training_sd"": [0.0, 0.08741687845335111, 0.09263786689150637], ""nfev"": 17870, ""method"": ""DOP853""}","[0.01653844550477449, 0.0009817202655721968, 0.0005259617877279822, 0.0005507360131202674, 0.0012121840074428552, 0.0006818467214109382]","[0.4134611376193622, 0.09817202655721967, 0.0876602979546637, 0.13768400328006683, 0.3030460018607138, 0.17046168035273454]"
v3_assessment__S4_synthetic__synthetic__process__student_t__1__O2__4__oracle,synthetic__process__student_t__1,O2,oracle,"{""id"": ""student_t"", ""law"": ""nonlinear_student_t""}","{""status"": ""completed"", ""path_kind"": ""MAP"", ""initial_state"": ""same fitted initial five-state vector"", ""gap_rmse_coordinate"": [0.0, 0.004560722058333997, 0.0018340760106450365], ""gap_nrmse_training_sd"": [0.0, 0.05537333947788436, 0.06368357795681628], ""nfev"": 18626, ""method"": ""DOP853""}","[0.0167274734997895, 0.00033744350753360037, 0.00019818019899562852, 0.0002045232682584743, 0.0004569068644459084, 0.00013780074217689545]","[0.4181868374947375, 0.06748870150672007, 0.06606006633187617, 0.10226163412923714, 0.2284534322229542, 0.06890037108844772]"
v3_selected__S4_synthetic__synthetic__process__student_t__1__0__O2__4,synthetic__process__student_t__1,O2,selected,"{""id"": ""student_t"", ""law"": ""nonlinear_student_t""}","{""status"": ""completed"", ""path_kind"": ""MAP"", ""initial_state"": ""same fitted initial five-state vector"", ""gap_rmse_coordinate"": [0.0, 0.006679739742592636, 0.002387750206905042], ""gap_nrmse_training_sd"": [0.0, 0.08110108260480416, 0.08290849210189628], ""nfev"": 18554, ""method"": ""DOP853""}","[0.01645666159614144, 0.0009548454621783888, 0.0005620645342657489, 0.0005320237111244968, 0.001398554753356812, 0.0004319454657450196]","[0.411416539903536, 0.09548454621783888, 0.0936774223776248, 0.1330059277811242, 0.349638688339203, 0.1079863664362549]"
v3_assessment__S4_synthetic__synthetic__process__student_t__1__O2__8__oracle,synthetic__process__student_t__1,O2,oracle,"{""id"": ""student_t"", ""law"": ""nonlinear_student_t""}","{""status"": ""completed"", ""path_kind"": ""MAP"", ""initial_state"": ""same fitted initial five-state vector"", ""gap_rmse_coordinate"": [0.0, 0.006596939907682811, 0.0020965266475585333], ""gap_nrmse_training_sd"": [0.0, 0.08009578052576245, 0.07279650212064012], ""nfev"": 18446, ""method"": ""DOP853""}","[0.019194332884123665, 0.00037178333033674633, 0.0001441600360761462, 0.00018231254075527824, 0.00036697821466509083, 0.00019367136832011158]","[0.4798583221030916, 0.07435666606734927, 0.048053345358715395, 0.09115627037763911, 0.18348910733254542, 0.09683568416005578]"
v3_selected__S4_synthetic__synthetic__process__student_t__1__0__O2__8,synthetic__process__student_t__1,O2,selected,"{""id"": ""student_t"", ""law"": ""nonlinear_student_t""}","{""status"": ""completed"", ""path_kind"": ""MAP"", ""initial_state"": ""same fitted initial five-state vector"", ""gap_rmse_coordinate"": [0.0, 0.007842812936152929, 0.003025942140027636], ""gap_nrmse_training_sd"": [0.0, 0.09522236558607122, 0.10506806754399058], ""nfev"": 18722, ""method"": ""DOP853""}","[0.01827895925122638, 0.0011686704051768928, 0.00045097921019739606, 0.0004868451248232247, 0.0011871860196151964, 0.0006056419711075046]","[0.4569739812806595, 0.11686704051768929, 0.07516320169956602, 0.12171128120580617, 0.2967965049037991, 0.15141049277687615]"
v3_assessment__S4_synthetic__synthetic__process__student_t__1__O2__12__oracle,synthetic__process__student_t__1,O2,oracle,"{""id"": ""student_t"", ""law"": ""nonlinear_student_t""}","{""status"": ""completed"", ""path_kind"": ""MAP"", ""initial_state"": ""same fitted initial five-state vector"", ""gap_rmse_coordinate"": [0.0, 0.00586558223497109, 0.0019925070436836593], ""gap_nrmse_training_sd"": [0.0, 0.07121610836577663, 0.06918468858949156], ""nfev"": 18410, ""method"": ""DOP853""}","[0.0238154259512782, 0.00037377128374521174, 0.0001755276957860691, 0.00023457505863348012, 0.0004045354098755691, 0.00019332856462938797]","[0.595385648781955, 0.07475425674904235, 0.058509231928689696, 0.11728752931674005, 0.20226770493778456, 0.09666428231469398]"
v3_selected__S4_synthetic__synthetic__process__student_t__1__0__O2__12,synthetic__process__student_t__1,O2,selected,"{""id"": ""student_t"", ""law"": ""nonlinear_student_t""}","{""status"": ""completed"", ""path_kind"": ""MAP"", ""initial_state"": ""same fitted initial five-state vector"", ""gap_rmse_coordinate"": [0.0, 0.005849806945048543, 0.0024271103610445516], ""gap_nrmse_training_sd"": [0.0, 0.07102457499165948, 0.08427517234305718], ""nfev"": 18722, ""method"": ""DOP853""}","[0.023276458819983248, 0.0011160678263583237, 0.0005052701032015743, 0.0005510330979292397, 0.0011685944042464224, 0.000578877575546732]","[0.5819114704995811, 0.11160678263583236, 0.08421168386692905, 0.13775827448230993, 0.29214860106160556, 0.144719393886683]"
v3_assessment__S4_synthetic__synthetic__process__student_t__1__O2__16__oracle,synthetic__process__student_t__1,O2,oracle,"{""id"": ""student_t"", ""law"": ""nonlinear_student_t""}","{""status"": ""completed"", ""path_kind"": ""MAP"", ""initial_state"": ""same fitted initial five-state vector"", ""gap_rmse_coordinate"": [0.0, 0.00579457978787874, 0.0016606754282418026], ""gap_nrmse_training_sd"": [0.0, 0.07035404254454976, 0.05766268817736271], ""nfev"": 17942, ""method"": ""DOP853""}","[0.018082144989675593, 0.0003478701039402122, 0.00018739550579451223, 0.00024877400976825305, 0.00045815874649837783, 0.00021815488048671148]","[0.4520536247418898, 0.06957402078804244, 0.062465168598170744, 0.12438700488412652, 0.22907937324918892, 0.10907744024335574]"
v3_selected__S4_synthetic__synthetic__process__student_t__1__0__O2__16,synthetic__process__student_t__1,O2,selected,"{""id"": ""student_t"", ""law"": ""nonlinear_student_t""}","{""status"": ""completed"", ""path_kind"": ""MAP"", ""initial_state"": ""same fitted initial five-state vector"", ""gap_rmse_coordinate"": [0.0, 0.008693042382327076, 0.002299855403962246], ""gap_nrmse_training_sd"": [0.0, 0.1055453019884471, 0.07985657086050894], ""nfev"": 17486, ""method"": ""DOP853""}","[0.018181292709275605, 0.0009784133160352809, 0.0005197541589457114, 0.0006273105589464386, 0.0013064079779663048, 0.0006796010616171279]","[0.4545323177318901, 0.09784133160352808, 0.08662569315761856, 0.15682763973660963, 0.3266019944915762, 0.16990026540428196]"
